fecha,departamento,municipio,nombre_cultivo,periodo,area_sembrada,area_cosechada,produccion_ton,rendimiento_t_ha,ciclo
2020,Casanare,Sabanalarga,PLATANO,2020,79.0,22.0,187.0,8.5,Permanente
2020,Casanare,Sabanalarga,SACHA INCHI,2020,11.0,2.0,6.0,3.0,Permanente
2020,Casanare,Recetor,AGUACATE,2020,6.0,6.0,24.0,4.0,Permanente
2020,Casanare,Recetor,CAFE,2020,21.0,15.0,15.0,1.0,Permanente
2020,Casanare,Recetor,CAÑA PANELERA,2020,93.0,88.0,616.0,7.0,Permanente
2020,Casanare,Recetor,LULO,2020,41.0,41.0,533.0,13.0,Permanente
2020,Casanare,Recetor,PLATANO,2020,39.0,9.0,22.5,2.5,Permanente
2020,Casanare,Tauramena,CACAO,2020,245.0,245.0,1.5,0.0,Permanente
2020,Casanare,Tauramena,CAFE,2020,90.0,80.0,1.5,0.0,Permanente
2020,Casanare,Tauramena,CAÑA MIEL,2020,25.0,25.0,50.0,2.0,Permanente
2020,Casanare,Tauramena,MARACUYA,2020,7.0,0.0,0.0,0.0,Permanente
2020,Casanare,Tauramena,NARANJA,2020,23.0,0.0,0.0,0.0,Permanente
2020,Casanare,Tauramena,NARANJA VALENCIA,2020,3.5,0.0,0.0,0.0,Permanente
2020,Casanare,Tauramena,PALMA DE ACEITE,2020,10.184,10.184,18.0,0.0,Permanente
2020,Casanare,Tauramena,PAPAYA,2020,7.5,0.0,0.0,0.0,Permanente
2020,Casanare,Tauramena,PIÑA,2020,217.9,0.0,0.0,0.0,Permanente
2020,Casanare,Tauramena,PLATANO,2020,30.0,20.0,25.0,1.3,Permanente
2020,Casanare,Tauramena,PIÑA,2020,107.1,97.1,25.0,0.3,Permanente
2020,Casanare,Villanueva,CACAO,2020,1.043,980.0,490.0,0.5,Permanente
2020,Casanare,Villanueva,CAUCHO,2020,50.0,50.0,75.0,1.5,Permanente
2020,Casanare,Villanueva,MARACUYA,2020,19.0,11.0,220.0,20.0,Permanente
2020,Casanare,Villanueva,PALMA DE ACEITE,2020,13.943,12.943,284746.0,22.0,Permanente
2020,Casanare,Villanueva,PAPAYA,2020,217.0,102.0,2550.0,25.0,Permanente
2020,Casanare,Villanueva,PIÑA,2020,31.0,15.0,525.0,35.0,Permanente
2020,Casanare,Villanueva,PLATANO,2020,938.0,488.0,7320.0,15.0,Permanente
2020,Casanare,Nunchía,AGUACATE,2020,17.0,10.0,50.0,5.0,Permanente
2020,Casanare,Nunchía,CACAO,2020,48.0,32.0,64.0,2.0,Permanente
2020,Casanare,Nunchía,CAFE,2020,250.0,246.0,984.0,4.0,Permanente
2020,Casanare,Nunchía,CAÑA PANELERA,2020,55.0,30.0,240.0,8.0,Permanente
2020,Casanare,Nunchía,CITRICOS,2020,12.0,8.0,120.0,15.0,Permanente
2020,Casanare,Nunchía,PALMA DE ACEITE,2020,1.0,1.0,12000.0,12.0,Permanente
2020,Casanare,Nunchía,PAPAYA,2020,38.0,38.0,760.0,20.0,Permanente
2020,Casanare,Nunchía,PIÑA,2020,4.0,2.0,60.0,30.0,Permanente
2020,Casanare,Nunchía,PLATANO,2020,480.0,420.0,5040.0,12.0,Permanente
2020,Casanare,Trinidad,MARACUYA,2020,3.0,0.0,0.0,0.0,Permanente
2020,Casanare,Trinidad,PLATANO,2020,374.0,325.0,5.0,0.0,Permanente
2020,Casanare,Trinidad,CACAO,2020,35.0,15.0,5.0,0.3,Permanente
2020,Casanare,Maní,CACAO,2020,321.0,0.0,0.0,0.0,Permanente
2020,Casanare,Maní,PALMA DE ACEITE,2020,26.381,0.0,0.0,0.0,Permanente
2020,Casanare,Maní,PIÑA,2020,4.0,0.0,0.0,0.0,Permanente
2020,Casanare,Maní,PLATANO,2020,377.0,0.0,0.0,0.0,Permanente
2020,Casanare,Sabanalarga,GUAYABA PERA,2020,1.0,0.0,0.0,0.0,Permanente
2020,Casanare,Sabanalarga,LIMON TAHITI,2020,4.0,0.0,0.0,0.0,Permanente
2020,Casanare,Sabanalarga,MANDARINA,2020,1.0,0.0,0.0,0.0,Permanente
2020,Casanare,San Luis de Palenque,ARROZ RIEGO,2020A,793.0,0.0,0.0,0.0,Transitorio
2020,Casanare,San Luis de Palenque,ARROZ SECANO MECANIZADO,2020A,41.387,21.16,113629.2,5.4,Transitorio
2020,Casanare,San Luis de Palenque,MAIZ TRADICIONAL,2020A,485.0,286.0,657.8,2.3,Transitorio
2020,Casanare,San Luis de Palenque,YUCA,2020A,136.0,60.0,783.0,13.1,Transitorio
2020,Casanare,La Salina,FRIJOL,2020A,25.0,8.0,6.4,0.8,Transitorio
2020,Casanare,La Salina,PAPA,2020A,13.0,5.0,7.5,1.5,Transitorio
2020,Casanare,La Salina,ARRACACHA,2020A,20.0,10.0,43.0,4.3,Transitorio
2020,Casanare,La Salina,MALANGA,2020A,16.0,9.0,36.0,4.0,Transitorio
2020,Casanare,La Salina,YUCA,2020A,18.0,7.0,35.0,5.0,Transitorio
2020,Casanare,La Salina,MAIZ TRADICIONAL,2020A,25.0,23.0,29.9,1.3,Transitorio
2020,Casanare,La Salina,MAIZ TRADICIONAL,2020B,48.0,23.0,29.9,1.3,Transitorio
2020,Casanare,La Salina,ARVEJA,2020B,32.0,15.0,12.0,0.8,Transitorio
2020,Casanare,La Salina,ARRACACHA,2020B,14.0,10.0,43.0,4.3,Transitorio
2020,Casanare,La Salina,MALANGA,2020B,11.0,9.0,36.0,4.0,Transitorio
2020,Casanare,La Salina,YUCA,2020B,11.0,7.0,35.0,5.0,Transitorio
2020,Casanare,Yopal,ARROZ SECANO MECANIZADO,2020A,10.682,0.0,0.0,0.0,Transitorio
2020,Casanare,Yopal,MAIZ TECNIFICADO,2020A,150.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Yopal,MAIZ TRADICIONAL,2020A,215.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Yopal,AHUYAMA,2020A,22.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Yopal,YUCA,2020A,279.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Sácama,MAIZ TRADICIONAL,2020A,34.0,20.0,20.0,1.0,Transitorio
2020,Casanare,Sácama,ARRACACHA,2020A,13.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Sácama,YUCA,2020A,9.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Sácama,MAIZ TRADICIONAL,2020B,8.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Sácama,ARRACACHA,2020B,3.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Sácama,FRIJOL,2020B,2.0,0.0,0.0,0.0,Transitorio
2020,Casanare,San Luis de Palenque,ARROZ RIEGO,2020B,286.0,186.0,948.6,5.1,Transitorio
2020,Casanare,San Luis de Palenque,ARROZ SECANO MECANIZADO,2020B,252.0,0.0,0.0,0.0,Transitorio
2020,Casanare,San Luis de Palenque,MAIZ TRADICIONAL,2020B,485.0,220.0,506.0,2.3,Transitorio
2020,Casanare,San Luis de Palenque,YUCA,2020B,40.0,5.0,62.5,12.5,Transitorio
2020,Casanare,Paz de Ariporo,ARROZ SECANO MECANIZADO,2020A,102.861,80.0,464000.0,5.8,Transitorio
2020,Casanare,Paz de Ariporo,YUCA,2020A,113.0,51.0,714.0,14.0,Transitorio
2020,Casanare,Paz de Ariporo,ARROZ RIEGO,2020A,96.0,96.0,614.4,6.4,Transitorio
2020,Casanare,Paz de Ariporo,MAIZ TECNIFICADO,2020A,78.0,78.0,468.0,6.0,Transitorio
2020,Casanare,Paz de Ariporo,MAIZ TRADICIONAL,2020A,18.0,18.0,93.6,5.2,Transitorio
2020,Casanare,Paz de Ariporo,MAIZ TRADICIONAL,2020B,110.0,10.0,52.0,5.2,Transitorio
2020,Casanare,Paz de Ariporo,YUCA,2020B,123.0,73.0,1022.0,14.0,Transitorio
2020,Casanare,Paz de Ariporo,MAIZ TECNIFICADO,2020B,78.0,78.0,468.0,6.0,Transitorio
2020,Casanare,Paz de Ariporo,ARROZ RIEGO,2020B,90.0,90.0,522.0,5.8,Transitorio
2020,Casanare,Paz de Ariporo,PATILLA,2020A,20.0,20.0,800.0,40.0,Transitorio
2020,Casanare,Paz de Ariporo,PATILLA,2020B,32.0,32.0,1280.0,40.0,Transitorio
2020,Casanare,Chámeza,MAIZ TRADICIONAL,2020A,65.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Chámeza,ARRACACHA,2020A,4.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Chámeza,MALANGA,2020A,5.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Chámeza,YUCA,2020A,25.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Chámeza,FRIJOL ARBUSTIVO,2020A,1.0,0.0,0.0,1.5,Transitorio
2020,Casanare,Chámeza,TOMATE INVERNADERO,2020A,1.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Chámeza,MAIZ TRADICIONAL,2020B,70.0,0.0,0.0,,Transitorio
2020,Casanare,Chámeza,ARRACACHA,2020B,3.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Chámeza,MALANGA,2020B,2.0,0.0,0.0,0.0,Transitorio
2021,Casanare,Sácama,Frijol,2021B,2.0,2.0,2.0,1.0,Transitorio
2020,Casanare,Chámeza,YUCA,2020B,28.0,7.0,0.0,0.0,Transitorio
2020,Casanare,Orocué,ARROZ SECANO MECANIZADO,2020A,5.344,0.0,0.0,0.0,Transitorio
2020,Casanare,Orocué,YUCA,2020A,639.0,300.0,2700.0,9.0,Transitorio
2020,Casanare,Orocué,ARROZ SECANO MECANIZADO,2020B,3.792,0.0,0.0,0.0,Transitorio
2020,Casanare,Orocué,MAIZ TRADICIONAL,2020B,251.0,104.0,312.0,3.0,Transitorio
2020,Casanare,Orocué,YUCA,2020B,291.0,188.0,1692.0,9.0,Transitorio
2020,Casanare,Yopal,MAIZ TRADICIONAL,2020B,80.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Yopal,MAIZ FORRAJERO,2020B,280.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Yopal,MELON,2020B,40.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Yopal,PATILLA,2020B,90.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Yopal,AHUYAMA,2020B,15.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Yopal,YUCA,2020B,31.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Sabanalarga,MAIZ TRADICIONAL,2020A,63.0,33.0,118.8,3.6,Transitorio
2020,Casanare,Sabanalarga,AHUYAMA,2020A,6.5,3.5,56.0,16.0,Transitorio
2020,Casanare,Sabanalarga,TOMATE,2020A,1.4,0.4,65.0,162.5,Transitorio
2020,Casanare,Sabanalarga,MALANGA,2020A,4.0,2.0,5.0,2.5,Transitorio
2020,Casanare,Sabanalarga,ÑAME,2020A,5.0,2.0,8.0,4.0,Transitorio
2020,Casanare,Sabanalarga,YUCA,2020A,57.0,27.0,972.0,36.0,Transitorio
2020,Casanare,Sabanalarga,MAIZ TRADICIONAL,2020B,31.0,22.0,79.2,3.6,Transitorio
2020,Casanare,Sabanalarga,TOMATE,2020B,1.4,0.4,65.0,162.5,Transitorio
2020,Casanare,Sabanalarga,MALANGA,2020B,0.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Sabanalarga,YUCA,2020B,23.0,10.0,360.0,36.0,Transitorio
2020,Casanare,Recetor,MAIZ TRADICIONAL,2020A,50.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Recetor,FRIJOL,2020A,16.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Recetor,ARRACACHA,2020A,4.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Recetor,MALANGA,2020A,13.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Recetor,YUCA,2020A,35.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Recetor,MALANGA,2020B,16.0,2.0,25.0,12.5,Transitorio
2020,Casanare,Recetor,MAIZ TRADICIONAL,2020B,50.0,50.0,150.0,3.0,Transitorio
2020,Casanare,Recetor,FRIJOL,2020B,16.0,16.0,16.0,1.0,Transitorio
2020,Casanare,Recetor,ARRACACHA,2020B,4.0,4.0,10.0,2.5,Transitorio
2020,Casanare,Recetor,YUCA,2020B,35.0,35.0,122.5,3.5,Transitorio
2020,Casanare,Villanueva,ARROZ RIEGO,2020B,7.192,4.01,22556.0,5.6,Transitorio
2020,Casanare,Villanueva,ARROZ SECANO MECANIZADO,2020B,3.797,0.0,0.0,0.0,Transitorio
2020,Casanare,Villanueva,MAIZ TRADICIONAL,2020B,180.0,100.0,600.0,6.0,Transitorio
2020,Casanare,Villanueva,SOYA,2020B,270.0,150.0,300.0,2.0,Transitorio
2020,Casanare,Villanueva,YUCA,2020B,191.0,124.0,1488.0,12.0,Transitorio
2020,Casanare,Nunchía,ARROZ SECANO MECANIZADO,2020A,22.442,12.7,63500.0,5.0,Transitorio
2020,Casanare,Nunchía,MAIZ TRADICIONAL,2020A,350.0,190.0,950.0,5.0,Transitorio
2020,Casanare,Nunchía,FRIJOL,2020A,12.0,7.0,14.0,2.0,Transitorio
2020,Casanare,Nunchía,MALANGA,2020A,19.0,8.0,80.0,10.0,Transitorio
2020,Casanare,Nunchía,ÑAME,2020A,10.0,4.0,32.0,8.0,Transitorio
2020,Casanare,Nunchía,YUCA,2020A,330.0,170.0,3060.0,18.0,Transitorio
2020,Casanare,Trinidad,ARROZ RIEGO,2020A,34.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Trinidad,ARROZ SECANO MECANIZADO,2020A,17450.2,13225.0,5.0,0.4,Transitorio
2020,Casanare,Trinidad,MAIZ TRADICIONAL,2020A,147.0,84.0,4.0,0.0,Transitorio
2020,Casanare,Trinidad,AHUYAMA,2020A,5.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Trinidad,YUCA,2020A,154.0,80.0,12.0,0.2,Transitorio
2020,Casanare,Nunchía,ARROZ RIEGO,2020B,6.646,3.5,21000.0,6.0,Transitorio
2020,Casanare,Nunchía,MAIZ TRADICIONAL,2020B,140.0,70.0,350.0,5.0,Transitorio
2020,Casanare,Nunchía,MALANGA,2020B,8.0,5.0,50.0,10.0,Transitorio
2020,Casanare,Nunchía,YUCA,2020B,50.0,30.0,540.0,18.0,Transitorio
2020,Casanare,Maní,ARROZ SECANO MECANIZADO,2020A,19.92,24245.0,5.5,0.2,Transitorio
2020,Casanare,Maní,MAIZ TRADICIONAL,2020A,120.0,70.0,245.0,3.5,Transitorio
2020,Casanare,Maní,YUCA,2020A,211.0,94.0,3760.0,40.0,Transitorio
2020,Casanare,Orocué,PATILLA,2020B,5.0,3.0,45.0,15.0,Transitorio
2020,Casanare,Hato Corozal,ARROZ RIEGO,2020A,1.081,508.0,3048.0,6.0,Transitorio
2020,Casanare,Hato Corozal,ARROZ SECANO MECANIZADO,2020A,790.0,100.0,600.0,6.0,Transitorio
2020,Casanare,Hato Corozal,MAIZ TRADICIONAL,2020A,195.0,100.0,300.0,3.0,Transitorio
2020,Casanare,Hato Corozal,YUCA,2020A,130.0,16.0,32.0,2.0,Transitorio
2020,Casanare,Hato Corozal,ARROZ RIEGO,2020B,1.577,528.0,3168.0,6.0,Transitorio
2020,Casanare,Hato Corozal,YUCA,2020B,23.0,10.0,10.0,1.0,Transitorio
2020,Casanare,Sabanalarga,HABICHUELA,2020A,1.5,1.5,1.2,0.8,Transitorio
2020,Casanare,Trinidad,ARROZ RIEGO,2020B,52.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Trinidad,AHUYAMA,2020B,3.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Trinidad,YUCA,2020B,18.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Maní,ARROZ SECANO MECANIZADO,2020A,19.896,0.0,0.0,0.0,Transitorio
2020,Casanare,Maní,MAIZ TRADICIONAL,2020A,50.0,0.0,0.0,0.0,Transitorio
2020,Casanare,Maní,YUCA,2020A,111.0,0.0,0.0,0.0,Transitorio
2021,Casanare,Yopal,Arroz,2021A,1546.0,1546.0,9198.7,5.95,Transitorio
2021,Casanare,Yopal,Arroz,2021B,2531.0,2531.0,16565.4,6.54,Transitorio
2021,Casanare,Yopal,Arroz,2021A,9043.0,9043.0,57034.2,6.31,Transitorio
2021,Casanare,Yopal,Arroz,2021B,300.0,300.0,1785.0,5.95,Transitorio
2021,Casanare,Yopal,Maíz,2021A,125.0,125.0,750.0,6.0,Transitorio
2021,Casanare,Yopal,Maíz,2021A,53.0,53.0,63.6,1.2,Transitorio
2021,Casanare,Yopal,Maíz,2021B,49.0,49.0,58.8,1.2,Transitorio
2021,Casanare,Yopal,Maíz,2021A,40.0,40.0,200.0,5.0,Transitorio
2021,Casanare,Yopal,Maíz,2021A,31.8,31.8,38.16,1.2,Transitorio
2021,Casanare,Yopal,Maíz,2021B,38.0,38.0,45.6,1.2,Transitorio
2021,Casanare,Yopal,Sábila,2021,25.0,25.0,700.0,28.0,Permanente
2021,Casanare,Yopal,Cacao,2021,163.0,163.0,97.8,0.6,Permanente
2021,Casanare,Yopal,Café,2021,65.0,65.0,59.15,0.91,Permanente
2021,Casanare,Yopal,Caña,2021,22.0,22.0,704.0,32.0,Permanente
2021,Casanare,Yopal,Caña,2021,3.0,3.0,120.0,40.0,Permanente
2021,Casanare,Yopal,Limón,2021,10.37,10.37,51.86,5.0,Permanente
2021,Casanare,Yopal,Mandarina,2021,2.07,2.07,10.37,5.0,Permanente
2021,Casanare,Yopal,Naranja,2021,58.29,58.29,291.46,5.0,Permanente
2021,Casanare,Yopal,Naranja,2021,7.26,7.26,36.3,5.0,Permanente
2021,Casanare,Yopal,Papaya,2021,50.0,50.0,1250.0,25.0,Permanente
2021,Casanare,Yopal,Piña,2021,5.5,5.5,231.0,42.0,Permanente
2021,Casanare,Yopal,Piña,2021,56.5,56.5,1977.5,35.0,Permanente
2021,Casanare,Yopal,Plátano,2021,300.0,300.0,4500.0,15.0,Permanente
2021,Casanare,Yopal,Maracuyá,2021,19.0,19.0,342.0,18.0,Permanente
2021,Casanare,Yopal,Ahuyama,2021A,26.0,26.0,338.0,13.0,Transitorio
2021,Casanare,Yopal,Ahuyama,2021B,15.0,15.0,195.0,13.0,Transitorio
2021,Casanare,Yopal,Melón,2021A,20.0,20.0,312.0,15.6,Transitorio
2021,Casanare,Yopal,Melón,2021B,40.0,40.0,600.0,15.0,Transitorio
2021,Casanare,Yopal,Patilla,2021B,90.0,90.0,1800.0,20.0,Transitorio
2021,Casanare,Yopal,Palma de aceite,2021,792.0,792.0,2566.08,3.24,Permanente
2021,Casanare,Yopal,Sacha inchi,2021,20.0,20.0,160.0,8.0,Permanente
2021,Casanare,Yopal,Yuca,2021A,200.0,200.0,2120.0,10.6,Transitorio
2021,Casanare,Yopal,Yuca,2021B,20.0,20.0,200.0,10.0,Transitorio
2021,Casanare,Aguazul,Arroz,2021A,1748.53,1748.53,10882.33,6.22,Transitorio
2021,Casanare,Aguazul,Arroz,2021B,1700.0,1700.0,10115.0,5.95,Transitorio
2021,Casanare,Aguazul,Arroz,2021A,2491.0,2491.0,16807.52,6.75,Transitorio
2021,Casanare,Aguazul,Arroz,2021B,500.0,500.0,2975.0,5.95,Transitorio
2021,Casanare,Aguazul,Maíz,2021A,130.0,130.0,214.5,1.65,Transitorio
2021,Casanare,Aguazul,Maíz,2021B,80.0,80.0,360.0,4.5,Transitorio
2021,Casanare,Aguazul,Cacao,2021,67.0,67.0,40.2,0.6,Permanente
2021,Casanare,Aguazul,Caña,2021,51.0,51.0,2550.0,50.0,Permanente
2021,Casanare,Aguazul,Limón,2021,5.82,5.32,95.74,18.0,Permanente
2021,Casanare,Aguazul,Mandarina,2021,9.06,1.06,19.15,18.0,Permanente
2021,Casanare,Aguazul,Naranja,2021,18.0,18.0,270.05,15.0,Permanente
2021,Casanare,Aguazul,Naranja,2021,7.22,3.72,81.91,22.0,Permanente
2021,Casanare,Aguazul,Aguacate,2021,10.0,10.0,100.0,10.0,Permanente
2021,Casanare,Aguazul,Papaya,2021,4.0,2.0,62.0,31.0,Permanente
2021,Casanare,Aguazul,Piña,2021,160.0,160.0,9600.0,60.0,Permanente
2021,Casanare,Aguazul,Plátano,2021,160.0,140.0,1820.0,13.0,Permanente
2021,Casanare,Aguazul,Palma de aceite,2021,3350.0,3350.0,11725.0,3.5,Permanente
2021,Casanare,Aguazul,Yuca,2021A,34.0,34.0,340.0,10.0,Transitorio
2021,Casanare,Aguazul,Yuca,2021B,10.0,10.0,50.0,5.0,Transitorio
2021,Casanare,Chámeza,Maíz,2021A,29.0,28.5,39.9,1.4,Transitorio
2021,Casanare,Chámeza,Maíz,2021B,27.0,26.5,38.5,1.45,Transitorio
2021,Casanare,Chámeza,Maíz,2021A,44.0,43.0,60.2,1.4,Transitorio
2021,Casanare,Chámeza,Maíz,2021B,42.0,41.0,57.4,1.4,Transitorio
2021,Casanare,Chámeza,Café,2021,30.0,17.0,20.06,1.18,Permanente
2021,Casanare,Chámeza,Caña,2021,25.0,22.0,440.0,20.0,Permanente
2021,Casanare,Chámeza,Caña,2021,27.0,18.0,630.0,35.0,Permanente
2021,Casanare,Chámeza,Limón,2021,1.5,0.15,1.2,8.0,Permanente
2021,Casanare,Chámeza,Aguacate,2021,9.0,5.0,35.0,7.0,Permanente
2021,Casanare,Chámeza,Mora,2021,2.0,1.5,2.25,1.5,Permanente
2021,Casanare,Chámeza,Pitahaya,2021,1.5,1.5,6.0,4.0,Permanente
2021,Casanare,Chámeza,Plátano,2021,18.0,11.0,58.3,5.3,Permanente
2021,Casanare,Chámeza,Maracuyá,2021,1.0,1.0,15.0,15.0,Permanente
2021,Casanare,Chámeza,Lulo,2021,70.0,70.0,1820.0,26.0,Permanente
2021,Casanare,Chámeza,Tomate,2021A,0.5,0.5,7.5,15.0,Transitorio
2021,Casanare,Chámeza,Frijol,2021A,6.0,5.75,6.61,1.15,Transitorio
2021,Casanare,Chámeza,Arracacha,2021A,7.0,6.74,47.18,7.0,Transitorio
2021,Casanare,Chámeza,Arracacha,2021B,3.0,3.0,21.0,7.0,Transitorio
2021,Casanare,Chámeza,"Malanga, Achín, Yota, Papa China, Bore",2021A,8.0,7.5,33.75,4.5,Transitorio
2021,Casanare,Chámeza,"Malanga, Achín, Yota, Papa China, Bore",2021B,4.0,4.0,18.0,4.5,Transitorio
2021,Casanare,Chámeza,Yuca,2021A,32.0,30.0,300.0,10.0,Transitorio
2021,Casanare,Chámeza,Yuca,2021B,10.0,10.0,100.0,10.0,Transitorio
2021,Casanare,Hato Corozal,Arroz,2021A,3700.0,3700.0,22200.0,6.0,Transitorio
2021,Casanare,Hato Corozal,Arroz,2021B,975.0,975.0,5850.0,6.0,Transitorio
2021,Casanare,Hato Corozal,Maíz,2021A,75.0,75.0,86.0,1.15,Transitorio
2021,Casanare,Hato Corozal,Maíz,2021A,36.0,36.0,52.0,1.44,Transitorio
2021,Casanare,Hato Corozal,Papaya,2021,90.0,45.0,270.0,6.0,Permanente
2021,Casanare,Hato Corozal,Piña,2021,35.0,21.0,651.0,31.0,Permanente
2021,Casanare,Hato Corozal,Plátano,2021,480.0,360.0,3600.0,10.0,Permanente
2021,Casanare,Hato Corozal,Maracuyá,2021,30.0,15.0,180.0,12.0,Permanente
2021,Casanare,Hato Corozal,Yuca,2021A,22.0,22.0,44.0,2.0,Transitorio
2021,Casanare,Hato Corozal,Yuca,2021B,18.0,18.0,36.0,2.0,Transitorio
2021,Casanare,La Salina,Maíz,2021A,10.0,10.0,13.0,1.3,Transitorio
2021,Casanare,La Salina,Maíz,2021B,15.0,13.0,16.9,1.3,Transitorio
2021,Casanare,La Salina,Maíz,2021A,9.0,9.0,11.7,1.3,Transitorio
2021,Casanare,La Salina,Maíz,2021B,10.0,10.0,13.0,1.3,Transitorio
2021,Casanare,La Salina,Café,2021,17.62,10.21,11.13,1.09,Permanente
2021,Casanare,La Salina,Caña,2021,32.0,32.0,1280.0,40.0,Permanente
2021,Casanare,La Salina,Limón,2021,1.4,1.4,4.19,3.0,Permanente
2021,Casanare,La Salina,Mandarina,2021,0.28,0.28,0.84,3.0,Permanente
2021,Casanare,La Salina,Naranja,2021,7.85,7.85,39.24,5.0,Permanente
2021,Casanare,La Salina,Naranja,2021,0.98,0.98,4.89,5.0,Permanente
2021,Casanare,La Salina,Aguacate,2021,22.0,22.0,44.0,2.0,Permanente
2021,Casanare,La Salina,Mora,2021,9.5,9.5,57.0,6.0,Permanente
2021,Casanare,La Salina,Plátano,2021,72.0,67.0,335.0,5.0,Permanente
2021,Casanare,La Salina,Arveja,2021A,15.0,15.0,12.0,0.8,Transitorio
2021,Casanare,La Salina,Arveja,2021B,15.0,13.0,12.0,0.92,Transitorio
2021,Casanare,La Salina,Frijol,2021A,8.0,8.0,6.4,0.8,Transitorio
2021,Casanare,La Salina,Arracacha,2021A,10.0,10.0,43.0,4.3,Transitorio
2021,Casanare,La Salina,Arracacha,2021B,2.0,2.0,8.6,4.3,Transitorio
2021,Casanare,La Salina,"Malanga, Achín, Yota, Papa China, Bore",2021A,13.0,13.0,52.0,4.0,Transitorio
2021,Casanare,La Salina,"Malanga, Achín, Yota, Papa China, Bore",2021B,7.0,5.0,20.0,4.0,Transitorio
2021,Casanare,La Salina,Papa,2021A,9.0,9.0,36.0,4.0,Transitorio
2021,Casanare,La Salina,Yuca,2021A,9.0,9.0,45.0,5.0,Transitorio
2021,Casanare,La Salina,Yuca,2021B,10.0,8.0,40.0,5.0,Transitorio
2021,Casanare,Maní,Arroz,2021A,30199.0,30000.0,168000.0,5.6,Transitorio
2021,Casanare,Maní,Maíz,2021A,50.0,50.0,140.0,2.8,Transitorio
2021,Casanare,Maní,Maíz,2021B,60.0,60.0,180.0,3.0,Transitorio
2021,Casanare,Maní,Cacao,2021,142.0,82.0,50.02,0.61,Permanente
2021,Casanare,Maní,Plátano,2021,317.0,277.0,2770.0,10.0,Permanente
2021,Casanare,Maní,Palma de aceite,2021,27997.0,27597.0,99901.14,3.62,Permanente
2021,Casanare,Maní,Yuca,2021A,80.0,70.0,700.0,10.0,Transitorio
2021,Casanare,Maní,Yuca,2021B,12.0,12.0,120.0,10.0,Transitorio
2021,Casanare,Monterrey,Maíz,2021A,23.0,21.0,69.0,3.29,Transitorio
2021,Casanare,Monterrey,Maíz,2021B,16.0,11.0,33.0,3.0,Transitorio
2021,Casanare,Monterrey,Maíz,2021A,11.0,9.0,9.0,1.0,Transitorio
2021,Casanare,Monterrey,Maíz,2021B,30.0,26.0,26.0,1.0,Transitorio
2021,Casanare,Monterrey,Maíz,2021A,12.0,11.0,34.0,3.09,Transitorio
2021,Casanare,Monterrey,Maíz,2021B,8.0,5.0,15.0,3.0,Transitorio
2021,Casanare,Monterrey,Maíz,2021A,5.0,4.0,4.0,1.0,Transitorio
2021,Casanare,Monterrey,Maíz,2021B,25.0,21.0,21.0,1.0,Transitorio
2021,Casanare,Monterrey,Sábila,2021,5.0,5.0,5.0,1.0,Permanente
2021,Casanare,Monterrey,Cacao,2021,26.75,25.75,12.88,0.5,Permanente
2021,Casanare,Monterrey,Café,2021,112.09,103.9,94.55,0.91,Permanente
2021,Casanare,Monterrey,Limón,2021,1.51,0.51,12.77,25.0,Permanente
2021,Casanare,Monterrey,Mandarina,2021,0.7,0.7,17.55,25.0,Permanente
2021,Casanare,Monterrey,Naranja,2021,20.73,17.73,407.79,23.0,Permanente
2021,Casanare,Monterrey,Naranja,2021,3.46,2.46,61.44,25.0,Permanente
2021,Casanare,Monterrey,Aguacate,2021,3.0,2.0,20.0,10.0,Permanente
2021,Casanare,Monterrey,Aguacate,2021,153.0,143.0,1430.0,10.0,Permanente
